37.32,32.91,31.42,32.07,28.84,35.47,33.01,29.4,31.79,30.57,32.3,31.45,33.34,32.56,31,31.92,32.74,28.92,32.19,32.03,33.08,35.14,31.4,33.85,29.62,30.73,30.91,31.65,32.48,29.64,29.36,32.8,29.25,32.77,29.41,29.76,30.86,31.71,32.22,29.48,29.33,31.72,32.04,27.71,32.6,30.14,32.45,29.13,46.07,32.21,58.21,29.69,33.9,30.73,33.69,34.3,34.55,83.68,66.79,45.43,33.35,29.48,37,31,32.02,34.2,30.44,33.9,34.02,33.14,29.82,34.1,31.22,32.16,31.9,36.8,33.14,37.95,42.6,57.02,34.47,31.38,34.46,29.79,30.63,36.43,33.18,29.29,35.91,37.26,32.74,33.09,32.84
43.16,33.61,57.57,39.3,38.58,32.14,33.24,32.77,28.96,31.39,35.25,32.38,32.74,34.45,34.52,57.43,37.03
44.91,35.33,62.63,39.1,43.87,34.06,30.07,32.29,31.76,36.68,35.28,79.11,35.91
56.13,54.26,56.71,41.99,34.67,32.69,35.5,31.6,29.77,38.09,69.55,43
