37.33,33.11,28.82,32.67,29.46,35,32.13,28.41,32.19,30.63,29.26,31.38,32.61,30.43,32.19,31.46,31.58,30.37,34.05,28.91,32.89,30.6,37.38,31.32,30.83,31.38,33.45,28.59,32.16,29.07,29.76,30.7,31.04,30.21,31.16,29.21,32.22,29.73,29.99,29.7,29.82,31.73,30.57,29.67,29.99,29.19,32.82,31.39,28.11,32.87,38.65,34.77,60.43,31.42,30.51,32.31,34.27,89.82,66.72,32.61,34.45,33.78,30.68,34.44,32.7,28.75,33.33,32.36,30.33,33.12,31.76,28.67,37.87,32.48,28.81,33.84,30.95,32.54,29.55,32.51,30.05,30.95,32.49,34.89,37.19,31.71,33.23,32.74,37.21,33.75,31.96,39.98,29.98,31.59,33.1,34.76,34.97,33.52,28.81,31.67,31.69,28.48,30.75,32.54,31.03,28.24,32.21,36.05,29.29,33.29,47.36,43.61,31.96,31.81,37.28,29.41
36.54,41.97,53.45,34.68,33.68,36.59,32.17,31.7,31.94,28.97,32.33,32.35,29.53,37.47,31.34,36.67,35.49,33.05,30.28,30.49,31.76,33.71,33.2,29.11,29.01,33.28,28.34,29.24,34.2,31.52,29.2,29.35,32.95,30.56,29.5,31.18,31.41,31.78,34.46,30.34,29.53,32.55,31.87,55.26,33.55
35.96,41.05,52.14,38.56,36.57,33.8,31.06,29.29,31,32.27,32.75,35.6,29.94,66.62,32.85
36.64,39.82,64.31,39.89,42.19,30.6,30.4,32.89,31.13,34.82,31.97,33.26,40.28,39.07,32.6,36.79,30.04,31.87,33.93,33.1,34.44,34.24,29.56,29.3,30.82,30.74,31.31,33.57,28.51,30.74,31.3,32.68,34.95,28.58,31.5,29.93,31.64,33.78,29.58,31.07,34.55,51.73,32.18
