49.93,35.64,30.72,33.4,37.6,32.18,30.12,34.35,29.08,33.06,32.51,32.76,33.46,36.06,28.75,33.52,33.07,31.4,31.15,30.83,32.88,35.67,35.69,36.29,31.89,32.25,31.58,33.37,30.69,32.25,32.74,30.66,29.83,32.47,30.45,33.84,32.46,34.22,30.82,31.04,36.02,37.98,48.25,67.3,31.86,33.92,37.41,40.63,36.21,109.41,71.5,34.19,34.35,31.94,42.31,30.12,33.17,35.04,29.52,34.36,28.67,35.16,35.27,34.26,33.9,29.2,32.77,33.03,33.22,33.49,30.19,34.1,28.88,31.17,30.51,34.19,36.03,29.25,31.64,35.46,32.82,31.47,34.44,30.05,34.76,32.58,30.16,32.39,33.13,29.5,31.49,30.58,33.87,30.89,33.05,34.88,35.31,38.87,35.31,29.18,32.7,34.62,30.95,30.31,33.34,32.55,31.32,32.88,34.21,38.14,45.3,48.21,39.49,29.87,34.01,28.49,32.66,30.98,32.65,30.38,31.76,35.87,31.92,34.14,35.53,29.15,35.66,32.19
37.1,41.67,56.44,32.94,38.08,36.12,31.63,31.73,35.18,30.16,33.78,32.31,41.48,34.7,33,30.13,34.36,32.38,28.95,33.85,33.97,31.08,34.47,32.03,29.29,31.09,31.33,31.36,33.95,32,31.14,32.9,33.38,28.46,34.04,32.49,30.13,32.78,31.64,32.38,31.91,31.35,38.26,58.01
39.98,41.23,53.96,35.11,37.18,34.62,32.41,30.76,31.82,38.88,28.97,31.78,36.19,35.31,30.09,34.35,62.89,35.76
42.77,37.65,60.01,35.51,36.66,33.39,30.6,33.49,29.55,35.39,32.68,31.16,36.99,57.23,35.46
