39.35,32.4,31.52,31.79,30.81,37.25,34.31,30,32.14,29.66,30.27,32.82,29.21,31.88,31.88,29.49,31.08,30.62,31,31.79,35.62,30.5,33.24,35.17,34.96,34.68,35.13,31.67,29.41,31.87,29.03,29.48,32.51,30.34,29.98,29.69,30.08,33.14,31.32,32.03,31.37,32.4,32.57,32.38,51.14,35.74,61.78,31.5,33.02,32.79,100.36,65.14,34.4,38.67,33.35,37.1,33.56,33.73,32.99,31.34,31.97,33.26,30.67,30.1,31.64,33.87,30.13,34.27,29.63,33.12,30.4,31.24,30.12,30.73,28.98,32.29,28.85,31.87,32.59,35.01,33.94,36.13,34.84,38.66,29.59,34.48,32.1,29.76,30.02,30.35,32.53,30.23,31.94,31.32,29.88,31.84,32.72,29.41,30.66,32.39,29.84,32.67,31.57,31.72,34.33,37.48,59.45,31.02,33.72,29.43,31.42,34.38,34.44
40.11,32.56,56.15,38.76,34.01,52.39,31.7,35.37,30.52,36.5,29.2,29.15,35.42,33.63,40.92,67.13,34.19,34.38,36.12,32.65
40,39.5,72.11,38.14,39.65,41.24,33.81,29.57,29.39,39.27,28.6,30.6,41.92,77.4
49.23,42.37,53.94,38.09,51.79,35.6,30.41,30.37,34.77,31.08,39.52,37.07,32.52,31,30.19,32.1,58.65,36.01
