25,26,26,26,25,26,25,27,25,25,26,26,26,25,26,26,26,25,25,26,25,25,25,26,25,26,25,26,26,25,26,26,26,26,26,25,26,26,27,26,26,26,26,28,31,26,26,27,29,134,41,29,26,27,27,27,27,60,27,34,40,26,26,26,26,26,27,26,36,27,26,27,26,26,27,26,26,26,26,27,26,26,33,26,26,30,27,26,26,26,27,27,25,27,27,26,27,26,32,26,26,25,28,27,28,26,27,28,25,26,101,27,26,26,33,31,29,31,26,26,28,28,26,26,26,26,25,26,26,26,26,27,26,26,25,26,26,26,26,26,26,26,26,26,27,27
26,25,26,26,26,45,45,28,38,27,30,27,32,26,25,26,27,26,25,27,27,26,27,26,32,28,93,27,26,26,25,29,27,26,26,26,26,25,26,25,26,26,25,27,26,26,25,26,26,26,26,26,25,26,29,31,28,29,29
25,27,27,57,28,38,26,30,26,26,25,31,26,26,26,26,26,25,26,28,26,55,28,26,26,31,29,27,30,26,26,26,26,32,26,29,27,30,28,26
26,25,26,26,33,44,44,28,37,27,30,27,30,26,26,26,26,26,25,26,27,27,26,26,43,27,29,31,28,26,27,26,29,28,28,28,26
