25,26,26,25,26,25,26,26,26,26,25,26,25,26,26,26,25,26,26,25,26,26,26,26,26,26,27,26,26,26,26,26,26,25,26,25,26,25,26,25,25,26,26,27,30,28,26,30,127,42,29,28,29,27,58,27,35,39,27,26,36,26,26,26,26,26,27,26,27,26,27,27,33,28,27,26,26,27,26,25,26,26,26,25,26,26,25,27,25,25,26,25,26,25,26,25,27,27,26,31,27,26,26,27,27,26,26,101,27,28,28,27,27,27,26,26,26,27,26,26,26,26,26,26,26,26,26,32,32,30,28,31,27,28,26
26,26,27,62,30,37,27,36,26,31,26,26,26,26,25,26,26,27,26,26,27,43,27,29,30,27,26,31,26,29,29,27,28,27,26,26,26
26,26,26,58,30,37,26,31,26,27,26,30,27,26,27,26,26,26,26,27,28,41,27,29,32,28,27,27,27,25,26,30,30,26,28,26,26
27,26,27,57,30,36,27,31,26,30,26,26,26,26,26,26,25,28,26,26,27,51,27,26,26,31,32,27,26,26,26,32,26,28,27,30,28,26
