27,27,27,26,26,26,26,27,26,26,27,26,27,27,27,27,27,26,27,26,27,26,27,28,27,27,27,28,26,27,26,26,26,27,26,26,25,27,26,26,28,32,28,27,27,30,119,42,30,27,27,27,27,26,57,28
26,26,27,62,30,27,26,39,28,36,27,27,27,26,31,28,27,27,26,27,28,26,27,27,27,40,27,27,35,33,27,27,28,26,31,28,27,28,27,27,28,28,27
27,27,27,45,43,29,27,27,38,28,31,27,27,27,26,32,27,26,27,26,27,27,28,27,49,28,27,33,28,36,33,28,28,28,26,27,27,26,27,31,30,28,29
28,27,27,45,32,27,54,29,27,27,33,26,39,27,32,27,28,26,28,27,27,31,28,27,27,27,27,26,27,27,39,26,28,34,30,27,30,27,29,27,27,26,31,29,29,28
