27,26,27,26,27,27,26,26,26,26,26,26,26,27,26,26,26,27,27,26,27,26,27,26,27,28,26,27,26,28,26,27,27,25,26,27,25,26,26,26,27,27,26,28,28,29,32,29,26,28,26,27,31,31,67,141,29,29,51,33,28,66,27,27,26,27,26,27,38,26,26,27,27,27,26,27,27,27,26,28,28,26,34,28,28,27,27,27,26,27,27,26,27,28,27,40,28,26,27,28,27,182,33,28,27,30,27,26,29,34,38,29,28,65,27,28,28,29,26,29,27,26,26,27,31,29,27,28,27,26,28,27,26,27,28,26,27,26,27,27,26,26,28,26,26,27,27,26,27,26,27,27,26,26,26,26,27,27,26
26,27,27,50,33,56,29,27,26,36,27,41,28,31,26,27,26,26,27,26,32,28,27,26,27,26,27,26,27,28,27,26,30,27,27,27,26,29,34,40,27,27,30,28,27,29,29,28,28,27,26
27,26,27,57,31,27,28,26,27,40,27,26,26,27,26,27,31,27,28,28,26,27,27,26,27,27,27,26,30,31,28,27,27,27,27,30,28,41,32,27,29,27,27,29,29,27
26,26,27,58,32,27,27,39,28,26,27,26,26,27,30,28,27,26,26,27,27,26,26,27,26,27,27,26,29,32,32,26,27,26,28,28,27,40,28,26,30,28,27,30,27,26
