28,25,42,26,25,24,42,25,41,28,51,37,45,39,37
34,26,25,25,25,27,26,25,26,24,27,30,51,26
25,27,24,26,34,26,26,43,26,26,31,50,26
28,39,26,25,26,25,27,26,26,25,32,50,27
