38,25,24,23,25,23,25,39,25,24,26,58,43
25,25,24,24,24,33,28,25,24,25,23,24,45,38,28
36,25,24,24,23,38,25,24,25,23,24,54,25,25
40,24,23,26,24,24,23,25,40,31,53
