26,41,24,25,23,23,24,24,40,24,24,26,59,44
41,25,25,23,25,24,24,25,23,24,30,51
37,25,24,23,24,24,25,38,27,24,24,29,49,24
25,25,24,24,24,34,28,26,23,26,25,29,54
