38.62,32.61,28.77,35.12,48.68,59.1,60.49,36.38,35.9,43.49,108.7,51.3,47.35,47.43,41.06,41.93,49.1,37.08,42.22,54.13,39.86,33.97,34.1,98.52,33.18,38.23,37.95,63.93,32.75,30.9,31.44,32.71,34.93,30.54,40.2,61.59,33.17,41.04,41.73,69.57,36.01,29.48,39.18,33.54,44.22,41.18,40.69,36.61
37.5,30.69,52.92,33.23,53.67,40.17,31.77,32.33,33.65,33.38,34.96,36.78,30.84,40.32,45.08,33.18,29.95,34.23,33.03,30,34.69,29.5,30.18,30.11,32.26,28.95,32.36,31.31,33.15,30.92,30.19,39.69,29.34,32.88,28.7,31.81,32.52,38.33,31.36,34.33,40.32,46.15,29.41,38.78,30.13
38.25,28.85,39.32,31.83,55.59,29.51,36.5,31.93,32.62,28.15,33.28,32.94,32.52,36.58,40.19,30.66,28.82,33.73,29.24,30.17,32.74,29.91,31.08,34.51,34.81,31.24,30.8,31.96,31.26,30.29,35.75,51.5,38.8,30.96,38.95,37.88
36.85,31.15,49.75,34.56,53.63,33.72,33.46,33.39,36.01,33.56,39.65,31.89,47.85,34.54,34.36,30.43,30.8,33.78,28.94,30.69,32.79,32.85,28.9,32.51,30.19,34.76,32.67,38.79,33.87,30.63,36.57,32.03,27.76,35.43,31.05,58.34,34.24
