32.13,34.25,32.14,37.99,61.79,33.2,41.29,31.97,33.58,32.83,43.59,42.36,54.85,41.67,40.36,38.76,61.47,44.22,39.46,43.89,37.64,41.52,37.92,39.87,31.04,86.93,35.95,35.51,44.29,35.66,39.76,64.59,33.26,33.95,31.98,29.39,33.89,40.38,31.89,32.24,41.53,57.02,53.24,55.02,36.83,34.42,47.63,32.67,36.01,32.06,30.53,37.05,31.69,29.68
37.24,37.08,49.04,53.23,30.02,33.97,31.58,30.14,34.21,30.7,35.99,34.94,29.41,32.74,39.62,36.06,31.1,30.1,36.29,32.31,31.24,41.88,30.63,33.27,32.22,28.92,32.33,28.54,33.07,39.91,45.76,33.19,30.15,31.37,33.95
33.11,30.37,41.29,29.24,58.65,35.77,33.87,29.96,31.3,28.43,33.08,34.36,31.29,37.39,44.98,30.94,34.67,31.82,31.37,28.25,32.81,29.33,31.18,31.95,36.29,32.22,34.07,44.28,29.99,33.93,33.03,30.24,30.04,37.88,41.18,60.84,39.13,40.95
33.79,28.58,41.18,28.95,67.54,35.09,35.02,29.03,28.02,31.31,30.37,32.87,30.18,38.26,32.03,28.81,32.23,29.5,30.59,30.4,30.56,30.05,31.44,29.55,31.64,30.81,30.91,32.93,30.49,31.11,33.56,33.14,42.03,36.31,32.39,33.37,33.44,27.87,32.89,29.99,46.2,37.52,31.99
