26,26,127,29,26,25,27,25,27,26,69
26,27,26,27,26,26,26,27,27,26,27,25,26,26,27
26,26,27,25,26,25,26,26,26,26,26,26,26,39
26,27,26,27,27,26,27,27,26,26,26,27,26,26,27,43
