27,127,28,25,26,26,26,25,26,26
26,26,26,26,26,25,26,26,25,26,26,25,26,25,39
27,27,26,25,26,26,26,26,25,25,26,26,26,40
26,28,26,34,27,26,26,26,27,26,26,34,26,27
