25,25,26,26,25,26,25,26,26,26,26,25,26,25,26,25,26,25,26,26,26,25,27,28,29,52,28,26,26,27,26,26,26,26,26,26,25,26,25,26,26,26,26,26,25,27,27,28,26,25,26,26,26,26,26,26,28,25,26,27,25,39,28,26,26,26,26,26,26,26,27,47,28,26,26,26,27,26,26,26,25,25,27,25,26,25,26,26,26,25,26,25,26,26,25,26,25,26,25,26,25,26,25,25,27,25,25,26,25,25,25,26,26,26,25,25,28,25,26,26,28,26,31
25,26,25,25,26,25,25,25,26,25,25,26,26,29,30,30,27,38,26,31,27
25,25,26,26,25,25,25,33,28,25,26,26,26,29,30,31,27,37,26,26,25,31,27
26,26,26,26,26,26,25,26,25,26,25,26,28,27,29,31,27,37,27,30,27
