27,27,26,27,26,26,27,27,26,26,27,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,27,26,26,27,26,27,26,27,27,27,26,27,27,27,27,26,27,27,27,26,27,26,26,27,27,28,66,34,27,27,27,28,27,27,26,27,27,27,27,27,27,26,27,27,27,27,29,26,27,26,27,26,26,27,26,27,26,27,27,27,26,27,27,27,26,27,26,26,27,26,28,27,26,27,27,27,26,48,28,26,27,26,27,26,26,26,27,26,26,27,26,27,26,27,27,26,25,26,26,26,26,26,26,26,26,27,28,96,39,27,31,28,27,27,26,27,27,27,26,27,26,26,26,26,26
26,27,27,26,27,26,26,26,26,28,27,28,29,46,35,29,27,27,36,28,28,41,29,33,31,27,26,27,54,27
26,26,27,26,27,26,26,26,26,26,26,27,26,26,30,32,32,33,39,27,27,27,27,26,26,31,27
26,26,26,26,26,25,26,27,26,25,27,26,32,29,29,31,37,28,30,28
