27,26,26,27,26,26,26,26,27,25,27,26,26,27,27,27,26,27,26,27,27,26,27,27,27,27,27,27,26,27,26,26,27,26,27,26,27,26,27,30,28,29,58,44,27,27,26,27,26,26,26,32,26,26,27,26,26,27,29,26,27,27,26,26,26,26,26,25,26,26,27,26,26,38,27,28,27,27,26,27,25,26,26,52,26,27,26,28,26,26,27,26,26,27,26,25,26,26,26,27,26,27,26,26,26,26,26,26,26,26,26,25,31,26,32
26,27,26,26,26,26,26,26,26,25,26,27,27,37,39,27,27,27,27,30,26,31,28,27,26
27,26,27,25,26,27,26,26,26,25,26,27,38,27,38,28,30,28
26,27,26,26,26,26,26,26,26,26,26,26,26,37,39,28,26,30,28
